Code,"Indicator Name","Long definition","Source"
MS.MIL.XPRT.KD,"Arms exports (constant 1990 US$)","Arms transfers cover the supply of military weapons through sales, aid, gifts, and those made through manufacturing licenses. Data cover major conventional weapons such as aircraft, armored vehicles, artillery, radar systems, missiles, and ships designed for military use. Excluded are transfers of other military equipment such as small arms and light weapons, trucks, small artillery, ammunition, support equipment, technology transfers, and other services.","Stockholm International Peace Research Institute (SIPRI), Yearbook: Armaments, Disarmament and International Security."
MS.MIL.MPRT.KD,"Arms imports (constant 1990 US$)","Arms transfers cover the supply of military weapons through sales, aid, gifts, and those made through manufacturing licenses. Data cover major conventional weapons such as aircraft, armored vehicles, artillery, radar systems, missiles, and ships designed for military use. Excluded are transfers of other military equipment such as small arms and light weapons, trucks, small artillery, ammunition, support equipment, technology transfers, and other services.","Stockholm International Peace Research Institute (SIPRI), Yearbook: Armaments, Disarmament and International Security."
IC.ELC.OUTG.HR,"Average duration of power outages (hours)","Average number of hours of power outages.  ","World Bank, Enterprise Surveys (http://www.enterprisesurveys.org/)."
IC.FRM.EMPL.PERM,"Average number of permanent, full time employees","Average number of permanent, full time workers.","World Bank, Enterprise Surveys (http://www.enterprisesurveys.org/)."
IC.FRM.EMPL.TEMP,"Average number of seasonal/temporary, full-time employees","Average number of temporary workers.","World Bank, Enterprise Surveys (http://www.enterprisesurveys.org/)."
IC.FRM.EMPL.SKILL,"Average number of skilled production employees","Average number of skilled production workers","World Bank, Enterprise Surveys (http://www.enterprisesurveys.org/)."
IC.TAX.METG,"Average number of times firms spent in meetings with tax officials","Average number of times management met with tax officials is the average number of visits or required meetings with tax officials.","World Bank, Enterprise Surveys (http://www.enterprisesurveys.org/)."
IC.FRM.EMPL.UNSKILL,"Average number of unskilled production workers","Average number of unskilled production workers.  For survey data collected in 2006 and 2007, this indicator is computed for the Manufacturing module only.","World Bank, Enterprise Surveys (http://www.enterprisesurveys.org/)."
AG.LND.PRCP.MM,"Average precipitation in depth (mm per year)","Average precipitation is the long-term average in depth (over space and time) of annual precipitation in the country. Precipitation is defined as any kind of water that falls from clouds as a liquid or a solid.","Food and Agriculture Organization, electronic files and web site."
IC.CUS.DURS.EX,"Average time to clear exports through customs (days)","Average time to clear exports through customs is the average number of days to clear direct exports through customs.","World Bank, Enterprise Surveys (http://www.enterprisesurveys.org/)."
IC.CUS.DURS.IM,"Average time to clear imports from customs (days)","Average time to clear imports through customs is the average number of days to clear imports through customs.
  For survey data collected in 2006 and 2007, this indicator is computed for the Manufacturing module only.  ","World Bank, Enterprise Surveys (http://www.enterprisesurveys.org/)."
FB.AST.NPER.ZS,"Bank nonperforming loans to total gross loans (%)","Bank nonperforming loans to total gross loans are the value of nonperforming loans divided by the total value of the loan portfolio (including nonperforming loans before the deduction of specific loan-loss provisions). The loan amount recorded as nonperforming should be the gross value of the loan as recorded on the balance sheet, not just the amount that is overdue.","International Monetary Fund, Global Financial Stability Report."
FS.AST.PRVT.CN,"Banking survey: claims on private sector (current LCU)","Domestic credit to private sector refers to financial resources provided to the private sector, such as through loans, purchases of nonequity securities, and trade credits and other accounts receivable, that establish a claim for repayment. For some countries these claims include credit to public enterprises.","International Monetary Fund, International Financial Statistics and data files, and World Bank and OECD GDP estimates. "
